instance,solution,painlessmaple,pakis,mallobparallel,pmcomsps,pmcomspscom,abcdparascavel,pmcomspsstrsc,abcdsat,mergehordesatparallel,plingeling
sc-2021/mp1-tri_ali_s11_c35_abix_UNS.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/p01_lb_05.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/at-least-two-maris-s03-gripper11.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/mp1-Nb6T06.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/blocks-blocks-36-0.180-SAT.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/b2005-p1-14x14c17h9-Ser3-0.cnf.xz,,,,,,,,,,,
sc-2021/at-least-two-traffic_kkb_unknown.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ex175_20.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/randomG-n17-d05.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/spg_200_317.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/b2005-p5-12x12c10h7-Ser5-0.cnf.xz,,,,,,,,,,,
sc-2021/Circuit_multiplier24.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sted5_0x1e3-120.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sum_of_3_cubes_50_bits_91.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Kakuro-easy-115-ext.xml.hg_5.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/mp1-klieber2017s-1000-024-eq.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways15.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/bv-term-small-rw_1492.smt2.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle34_sat.cnf.xz,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/LABS_n069_goal001.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/MVD_ADS_S3_5_5.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/MVD_ADS_S1_5_5.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/puzzle30_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/20-100-lambda100-65_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/blocks-blocks-37-1.120-NOTKNOWN.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ctl_4291_567_1_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/20-100-frag12-32_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/shift1add.26949.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ctl_4291_567_9_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Kakuro-easy-142-ext.xml.hg_8.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/79.smt2.cnf.xz,,,,,,,,,,,
sc-2021/SC21_Timetable_C_527_E_71_Cl_35_S_35.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sokoban-p20.sas.cr.21.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-Nb6T07.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ecarev-110-1031-23-40-8.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE
sc-2021/ktf_TF-6.tf_4_0.04_51.cnf.xz,,,,,,,,,,,
sc-2021/Mycielski-10-hints-6.cnf.xz,,,,,,,,,,,
sc-2021/puzzle36_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,,,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/bvsub_19952.smt2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/snw_13_8_pre.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Circuit_multiplier34.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sp5-26-19-una-nons-tree-noid.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle34_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/mp1-squ_any_s09x07_c27_abix_UNS.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/randomG-B-Mix-n19-d05.cnf.xz,,,,,,,,,,,
sc-2021/string_compare_safety_cbmc_unwinding_930.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sted2_0x0-343.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Circuit_multiplier53.cnf.xz,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,,,SATISFIABLE,
sc-2021/sokoban-p20.sas.ex.13.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/satch2ways12wu.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sp5-21-15-bin-stri-tree-noid.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/UR-20-5p1.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE
sc-2021/sp5-21-15-una-nons-tree-noid.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/20-100-lambda100-47_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/bvsdiv_19.smt2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_400_281.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/edit_distance025_448.cnf.xz,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/g2-ACG-15-10p1.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE
sc-2021/Circuit_multiplier33.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/9dlx_vliw_at_b_iq5.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/vlsat2_377_5364.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/crafted_n11_d6_c4_num14.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/20-100-p100-55_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/MVD_ADS_S9_6_6.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/barman-pfile10-039.sas.ex.15.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,,,,,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Kakuro-easy-132-ext.xml.hg_8.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/HCP-446-105.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle42_sat.cnf.xz,SATISFIABLE,,SATISFIABLE,,,,,,,SATISFIABLE,
sc-2021/n320p5q2_n.apx_16.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/satch2ways15wu.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ak016modbtsimpbisc.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,
sc-2021/erin2_0x0_n207-379.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/SC21_Timetable_C_241_E_34_Cl_16_S_13.cnf.xz,,,,,,,,,,,
sc-2021/MVD_ADS_S7_6_6.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/edit_distance035_393.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/mp1-klieber2017s-0300-034-t12.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Kakuro-easy-150-ext.xml.hg_9.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/Mycielski-11-hints-2.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/toughsat_factoring_426s.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/snw_13_9_pre.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/13pipe_k.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ktf_TF-8.tf_4_0.02_37.cnf.xz,,,,,,,,,,,
sc-2021/at-least-two-vmpc_28.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/spg_200_316.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/spg_300_301.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/ctl_4291_567_11_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/20-100-lambda100-89_unsat.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/UR-15-10p0.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf.xz,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,SATISFIABLE
sc-2021/Kakuro-easy-112-ext.xml.hg_7.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/ktf_TF-1.tf_3_0.02_34.cnf.xz,,,,,,,,,,,
sc-2021/WS_500_16_70_10.apx_0.cnf.xz,DISCREPENCY,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,UNSATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/pb_300_06_lb_02.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/ex045_7.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/SC21_Timetable_C_557_E_73_Cl_37_S_35.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,
sc-2021/battleship-14-26-sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,
sc-2021/snw_16_9_Encpre.cnf.xz,SATISFIABLE,,SATISFIABLE,,SATISFIABLE,,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/sted12a_0x1e1-67.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/HCP-446-420.cnf.xz,DISCREPENCY,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,UNSATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/b2005-p2-14x14c17h9-Ser6-0.cnf.xz,,,,,,,,,,,
sc-2021/WS_300_24_90_10.apx_0.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Circuit_multiplier37.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/randomG-B-Mix-n18-d05.cnf.xz,UNSATISFIABLE,,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,,,
sc-2021/sum_of_3_cubes_108_bits_52.cnf.xz,,,,,,,,,,,
sc-2021/sp4-33-una-stri-flat-noid.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/stb_792_333.apx_0.cnf.xz,DISCREPENCY,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,UNSATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/crafted_n12_d6_c4_num17.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE
sc-2021/php12e12.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE
sc-2021/edit_distance023_283.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/size_5_5_5_i223_r12.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/puzzle44_unsat.cnf.xz,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,,,,,,UNSATISFIABLE,
sc-2021/ak032modbtmodbtisc.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE
sc-2021/Circuit_multiplier36.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/stb_531_83.apx_0.cnf.xz,DISCREPENCY,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,UNSATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/143.smt2.cnf.xz,,,,,,,,,,,
sc-2021/ndhf_xits_09_UNSAT.cnf.xz,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,,UNSATISFIABLE,,,UNSATISFIABLE
sc-2021/20-100-frag12-53_sat.cnf.xz,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE
sc-2021/quad_res_r32_m35.cnf.xz,,,,,,,,,,,
